koi_prad,koi_period,koi_steff,koi_srad,koi_depth,koi_duration,koi_model_snr,koi_disposition
0.81,3.27344784,3758.0,0.496,262.5,1.7292,34.0,CONFIRMED
1.31,24.7222403,5481.0,0.778,290.1,4.53,9.3,FALSE POSITIVE
1.64,6.06330298,6308.0,1.153,200.7,3.275,13.1,CANDIDATE
75.88,19.93364711,6505.0,1.29,174830.0,8.6122,1863.4,FALSE POSITIVE
2.06,12.4701111,5623.0,2.109,89.7,3.616,9.3,CANDIDATE
12.07,3.661326482,5319.0,0.798,17846.0,2.5714,424.6,FALSE POSITIVE
3.36,3.936993144,5431.0,0.843,1266.0,1.887,59.3,CONFIRMED
0.91,0.789160884,4258.0,0.622,215.1,0.9268,23.6,CONFIRMED
0.8,1.35477049,4414.0,0.689,145.3,1.618,14.8,CANDIDATE
13.92,18.92537246,4941.0,4.885,640.9,3.9835,41.0,CONFIRMED
1.84,331.81534,6029.0,0.956,370.3,10.56,7.8,FALSE POSITIVE
32.36,4.618767943,6195.0,1.781,32609.0,6.03,674.9,FALSE POSITIVE
2.06,13.64617478,5569.0,0.829,633.0,3.4098,43.4,CONFIRMED
2.64,11.01819178,6075.0,0.969,545.7,4.635,22.0,CONFIRMED
1.49,10.06478627,5438.0,0.82,285.7,2.86,18.6,FALSE POSITIVE
1.36,2.853133997,5041.0,0.766,277.1,1.465,39.7,CONFIRMED
1.14,9.4061364,5855.0,1.268,79.5,4.882,13.2,CONFIRMED
0.87,0.584148495,5427.0,1.031,66.2,1.6192,21.9,FALSE POSITIVE
34.74,2.974163938,5780.0,1.0,90282.0,1.7423,88.6,FALSE POSITIVE
35.68,4.408295716,5496.0,0.743,37964.0,3.62479,386.1,FALSE POSITIVE
2.59,63.0380366,5798.0,1.019,658.7,7.3702,53.1,CANDIDATE
27.47,2.244600029,5256.0,0.802,8611.0,1.9204,42.6,FALSE POSITIVE
1.26,32.526674,5668.0,0.868,204.9,6.842,9.7,CANDIDATE
2.96,1.576341127,5087.0,1.666,335.1,3.1232,88.7,FALSE POSITIVE
70.64,1.077358008,6100.0,1.064,311050.0,3.6713,537.4,FALSE POSITIVE
3.01,14.49645186,5015.0,0.826,647.5,4.016,25.7,CONFIRMED
1.32,7.5966998,5716.0,1.091,127.5,3.667,24.5,CANDIDATE
1.89,22.7783121,6538.0,1.477,155.6,1.037,7.3,CANDIDATE
0.58,4.32744048,5888.0,1.227,22.0,4.539,8.0,FALSE POSITIVE
1.36,7.12815163,6311.0,1.994,45.9,5.522,22.0,CONFIRMED
2.51,20.71927223,5729.0,1.545,224.6,4.0388,36.0,FALSE POSITIVE
184.22,20.686460198,4809.0,5.145,136150.0,37.7424,1656.7,FALSE POSITIVE
1.03,0.475068516,6045.0,0.955,110.1,0.8552,21.4,FALSE POSITIVE
2.37,21.8634638,5383.0,0.789,871.0,3.542,9.9,CONFIRMED
0.62,1.001916708,5521.0,0.734,70.9,1.256,8.3,CANDIDATE
2.07,9.705693,5808.0,1.385,140.8,7.702,14.2,CONFIRMED
7.74,19.270825843,5779.0,0.956,6660.5,4.1281,577.1,CONFIRMED
2.04,2.437029217,5573.0,1.329,244.0,3.2005,49.0,CONFIRMED
4.64,0.62927655,5628.0,0.976,839.5,0.9698,30.9,FALSE POSITIVE
1.3,112.303136,4401.0,0.595,502.1,5.869,13.1,CONFIRMED
6.96,10.738427243,6180.0,1.686,1684.2,2.3544,112.8,FALSE POSITIVE
67.53,0.960842633,7381.0,1.597,2022.9,2.6441,176.1,FALSE POSITIVE
78.54,52.56901867,7240.0,1.717,26900.0,6.7507,184.3,FALSE POSITIVE
1.56,7.0257409,5767.0,1.014,190.7,2.245,21.2,CONFIRMED
1.35,2.11913005,5799.0,2.377,28.7,4.141,21.5,CANDIDATE
1.95,4.30656389,6108.0,1.03,257.0,4.1107,39.8,CONFIRMED
1.54,214.013044,6698.0,1.37,123.2,7.87,9.0,FALSE POSITIVE
1.17,2.6528082,5778.0,0.935,153.1,2.297,9.8,CANDIDATE
3.17,395.23753,5648.0,0.841,1298.0,18.494,13.4,FALSE POSITIVE
40.61,0.721624431,5067.0,0.715,157750.0,2.54242,514.4,FALSE POSITIVE
6.84,293.392635,5203.0,3.055,518.8,3.661,9.9,CANDIDATE
110.91,0.957823876,5908.0,2.033,104690.0,3.7232,454.1,FALSE POSITIVE
3.0,174.731515,5201.0,0.897,1179.9,8.257,16.5,CANDIDATE
0.89,3.74785358,5706.0,0.886,98.2,3.713,18.8,FALSE POSITIVE
0.88,1.166960319,5632.0,0.904,97.8,1.6823,17.9,CANDIDATE
3.64,17.14648756,5559.0,1.412,440.3,4.2354,28.3,CONFIRMED
4.59,126.55719,6501.0,1.854,366.4,8.079,24.8,CANDIDATE
80.02,43.56225858,6411.0,1.216,51325.0,3.6873,163.6,FALSE POSITIVE
4.85,210.899577,5332.0,0.843,3345.0,2.167,7.8,FALSE POSITIVE
68.69,1.161947482,6225.0,1.457,129900.0,4.46886,2435.4,FALSE POSITIVE
1.91,23.9107056,6338.0,1.091,294.0,4.996,12.9,CONFIRMED
61.97,2.74703312,8237.0,3.134,152.2,2.655,23.1,FALSE POSITIVE
3.01,318.49078,6026.0,1.176,630.0,3.012,6.3,FALSE POSITIVE
0.99,5.92365747,3883.0,0.496,406.5,2.6302,26.4,CONFIRMED
1.63,49.564693,5907.0,1.442,113.5,8.54,15.0,CANDIDATE
1.84,4.51436096,5940.0,1.215,230.7,3.0083,28.4,CONFIRMED
1.11,8.5898708,5638.0,1.088,87.7,4.806,8.4,FALSE POSITIVE
2.09,37.8862977,5513.0,0.818,672.2,5.218,14.4,CANDIDATE
25.82,2.522590567,5591.0,0.86,210.2,1.406,18.5,CANDIDATE
2.89,125.602323,5774.0,0.958,925.7,7.105,23.3,CONFIRMED
2.34,360.33012,5054.0,0.74,1022.0,15.16,12.2,FALSE POSITIVE
1.12,2.99792926,5888.0,1.645,45.4,4.398,16.0,CONFIRMED
1.21,5.05368985,5772.0,0.901,171.5,2.514,11.5,CANDIDATE
2.66,358.818895,6056.0,0.918,666.1,2.503,11.5,CANDIDATE
1.03,5.68251605,5753.0,1.157,81.2,3.479,9.4,CANDIDATE
5.68,10.5007712,4838.0,4.361,183.4,14.522,45.3,CONFIRMED
2.08,13.0267964,5083.0,0.844,356.6,0.785,11.4,CANDIDATE
0.87,1.287622419,6170.0,1.274,36.5,0.821,16.9,FALSE POSITIVE
15.15,1.667482003,4678.0,6.72,545.5,1.5931,50.2,FALSE POSITIVE
2.14,5.09506,6700.0,4.146,23.6,5.73,7.6,FALSE POSITIVE
1.11,5.60473115,5401.0,0.777,210.0,2.885,11.9,CANDIDATE
1.05,6.11784972,6226.0,1.333,60.5,3.458,25.8,CONFIRMED
0.93,11.7728146,5410.0,1.056,77.1,4.132,9.9,CANDIDATE
1.18,8.0386699,6018.0,0.975,142.0,3.549,11.6,FALSE POSITIVE
0.58,1.540399732,5160.0,0.784,57.6,1.63,14.8,FALSE POSITIVE
1.66,5.169804269,3906.0,0.509,1037.4,2.153,41.4,CONFIRMED
0.96,0.733724504,6175.0,1.405,45.9,2.208,21.4,FALSE POSITIVE
59.19,1.481655821,6478.0,1.174,59134.0,3.4913,554.4,FALSE POSITIVE
1.4,405.6296,5583.0,0.79,304.3,11.26,5.8,FALSE POSITIVE
0.57,0.719741,6014.0,0.993,32.2,2.628,6.5,CANDIDATE
1.63,19.0689513,5418.0,0.889,169.3,12.462,19.1,CANDIDATE
1.52,105.053389,6471.0,1.13,176.7,1.988,5.8,CANDIDATE
2.56,377.311149,5897.0,0.891,804.0,3.33,8.3,CANDIDATE
11.33,298.4688,5189.0,6.491,315.4,3.748,10.6,FALSE POSITIVE
1.65,5.35745121,6123.0,1.86,78.2,2.592,16.4,FALSE POSITIVE
1.44,11.24284815,6052.0,1.202,136.0,4.241,17.4,CONFIRMED
0.79,0.566799218,6108.0,1.753,18.2,4.227,19.2,FALSE POSITIVE
37.99,116.025744,4575.0,10.788,1361.0,3.539,18.5,FALSE POSITIVE
2.71,14.40090414,5815.0,1.198,379.6,4.1682,41.1,CONFIRMED
2.88,13.32191461,6995.0,2.274,133.5,6.213,24.3,CONFIRMED
0.54,0.566801886,7589.0,2.169,5.9,5.733,16.3,FALSE POSITIVE
49.67,0.828326025,5400.0,0.978,10718.0,1.42721,164.5,FALSE POSITIVE
1.12,7.63846084,6119.0,1.299,71.7,3.957,16.6,CONFIRMED
0.96,7.5143967,6206.0,1.573,36.3,4.865,9.8,CONFIRMED
21.26,85.0624157,5223.0,0.875,41901.0,4.6964,495.3,FALSE POSITIVE
3.24,8.38395796,5405.0,2.605,108.5,5.2,14.1,CONFIRMED
3.77,5.263415218,6099.0,1.028,1030.7,2.1446,117.0,CONFIRMED
2.99,85.7567919,5037.0,2.213,159.1,5.695,16.9,CONFIRMED
0.73,0.875197345,5855.0,1.796,0.0,0.052,0.0,CANDIDATE
1.08,14.5565618,6065.0,1.061,103.8,4.554,17.1,CONFIRMED
0.59,1.88912273,5413.0,0.754,60.2,4.219,15.5,CANDIDATE
0.8,3.50472344,5115.0,0.854,90.7,1.9464,18.4,CONFIRMED
2.9,11.6370303,5576.0,1.198,604.3,3.3372,36.4,CONFIRMED
1.42,15.0896415,6063.0,1.613,77.8,4.3349,29.5,CONFIRMED
1.64,0.979442525,5532.0,0.745,469.3,1.0348,27.0,FALSE POSITIVE
2.52,142.545,5642.0,0.846,905.4,8.75,13.7,CONFIRMED
463.05,1.036592635,4884.0,8.747,124500.0,2.40749,444.7,FALSE POSITIVE
3.69,262.71162,5398.0,0.99,1449.0,7.72,7.0,FALSE POSITIVE
2.07,5.78387049,6063.0,1.012,413.3,1.3966,20.7,CANDIDATE
2.66,169.894419,6382.0,1.961,178.7,2.525,6.3,FALSE POSITIVE
1.35,13.6550963,6065.0,0.962,196.3,4.117,14.6,FALSE POSITIVE
1.39,1.55935718,6475.0,1.9,49.7,2.892,17.9,FALSE POSITIVE
0.87,3.57944367,5341.0,0.801,117.2,1.869,8.5,CANDIDATE
35.67,0.953299962,6183.0,1.02,2236.6,1.69478,298.0,CANDIDATE
1.64,4.09578199,4791.0,0.742,405.5,1.704,11.9,CANDIDATE
14.21,39.74893077,6122.0,0.964,15179.0,7.3051,561.1,CANDIDATE
2.11,13.52252364,5338.0,0.816,690.6,3.987,22.4,CONFIRMED
78.98,47.1096306,5258.0,2.78,752.2,5.741,35.1,CANDIDATE
75.08,132.1331011,5067.0,8.121,7956.2,26.715,284.3,CANDIDATE
1.24,2.352446342,6749.0,2.003,32.5,1.6802,7.2,FALSE POSITIVE
1.17,2.6528082,5778.0,0.935,153.1,2.297,9.8,CANDIDATE
1.51,30.9505927,4983.0,0.651,301.4,5.394,23.2,CONFIRMED
1.52,36.7614011,5305.0,0.823,160.9,15.982,16.2,CANDIDATE
1.36,8.7963166,5780.0,1.0,96.5,4.696,11.9,CANDIDATE
4.53,226.8904775,5067.0,0.75,3136.4,7.558,46.8,CONFIRMED
2.16,7.8774163,4126.0,0.615,1306.1,2.0805,38.7,CONFIRMED
3.35,47.9869119,5641.0,0.981,859.3,5.342,25.7,CONFIRMED
1.35,6.34724702,5300.0,0.986,159.8,3.097,11.1,CANDIDATE
1.61,16.33269981,5208.0,0.772,300.4,2.174,17.5,CONFIRMED
1.01,20.3504704,5952.0,1.002,101.8,7.225,16.6,CONFIRMED
8.99,7.886632468,5847.0,1.135,6331.2,5.2147,392.3,CONFIRMED
28.76,359.102042,6355.0,1.108,1102.9,16.949,26.5,FALSE POSITIVE
0.69,2.465024332,6139.0,1.194,30.7,1.262,23.2,CONFIRMED
1.67,55.3291399,5376.0,0.94,325.7,6.918,21.8,CONFIRMED
0.66,0.566798364,5864.0,1.04,38.6,3.172,14.1,FALSE POSITIVE
1.84,13.36019864,4500.0,0.688,699.9,2.788,21.3,CANDIDATE
1.75,13.2226149,5931.0,0.863,261.7,4.337,12.6,CANDIDATE
9.19,0.53936593,6341.0,5.302,145.0,5.434,57.6,FALSE POSITIVE
1.69,12.0729757,5436.0,1.707,99.5,3.783,9.7,CANDIDATE
2.32,13.53953595,6109.0,1.997,134.2,4.389,21.8,CONFIRMED
2.47,24.4004378,4583.0,0.674,860.5,2.987,20.2,CONFIRMED
0.6,2.229326354,5587.0,0.865,49.1,1.9946,24.6,CANDIDATE
2.25,20.0679247,5997.0,0.904,482.2,5.236,13.8,CANDIDATE
44.2,251.0597249,5714.0,1.086,7419.8,5.1095,110.3,FALSE POSITIVE
2.54,6.481633073,5945.0,1.302,298.5,3.784,125.6,CONFIRMED
37.65,6.71738328,5301.0,0.936,164980.0,3.60057,1208.2,FALSE POSITIVE
51.63,5.674353343,5594.0,1.071,36484.0,4.17722,1098.3,FALSE POSITIVE
2.83,54.4183827,5455.0,0.927,874.8,4.507,25.8,CONFIRMED
1.45,9.6550473,4999.0,0.843,313.1,2.752,12.2,CANDIDATE
1.62,32.4185265,5622.0,1.441,110.7,5.154,7.9,CANDIDATE
1.02,4.52628739,5700.0,1.006,99.6,3.736,12.5,CANDIDATE
2.54,2.752359689,5461.0,0.897,791.9,2.0722,115.7,CONFIRMED
119.91,8.752913958,7279.0,2.624,41770.0,3.4546,326.1,FALSE POSITIVE
1.81,623.70774,6626.0,1.132,250.9,6.688,10.2,CANDIDATE
0.97,35.2330694,3749.0,0.524,352.8,3.674,14.5,CONFIRMED
0.63,0.56678694,5341.0,0.808,61.2,1.959,8.3,FALSE POSITIVE
4.85,109.6469948,5332.0,1.453,899.7,6.568,26.7,CONFIRMED
0.58,0.423854275,3553.0,0.368,235.3,1.0198,33.3,FALSE POSITIVE
13.98,34.135676,7818.0,5.555,622.0,9.12,8.6,CANDIDATE
0.87,18.9060921,3751.0,0.45,375.6,4.125,11.9,CANDIDATE
1.04,1.71051215,5925.0,1.589,42.2,1.284,11.2,FALSE POSITIVE
97.54,40.24649897,6594.0,1.691,159410.0,6.0203,420.9,FALSE POSITIVE
1.84,8.91901228,5862.0,1.307,180.6,4.141,29.6,CONFIRMED
2.99,10.854095934,5465.0,0.925,1034.4,3.7768,252.8,CONFIRMED
3.46,58.0198583,4920.0,0.72,1286.6,5.348,66.0,CANDIDATE
2.9,23.6421965,5750.0,0.882,1102.2,5.018,97.2,CONFIRMED
1.77,5.90608902,5966.0,0.961,340.7,2.409,9.3,CANDIDATE
2.75,339.18998,5544.0,0.966,822.0,5.117,7.6,CANDIDATE
2.0,376.554588,5926.0,0.913,481.0,3.182,5.4,FALSE POSITIVE
2.13,35.0175053,5944.0,1.123,292.0,3.608,12.8,CANDIDATE
110.58,3.125821128,6137.0,2.852,5025.4,2.2163,245.2,FALSE POSITIVE
1.63,0.839961456,4932.0,0.718,492.9,1.3008,35.1,CANDIDATE
0.77,0.905675699,5730.0,0.903,73.2,1.701,10.2,FALSE POSITIVE
2.38,28.6253502,5774.0,0.941,652.7,4.551,18.3,CONFIRMED
0.77,1.67495622,6323.0,1.263,35.9,2.994,15.3,FALSE POSITIVE
0.79,8.3613732,5470.0,0.777,104.7,3.649,9.5,CANDIDATE
4.53,1.50635409,5714.0,0.831,2211.7,1.5155,181.1,FALSE POSITIVE
8.86,180.4118581,6032.0,0.973,4268.0,3.29,33.2,CANDIDATE
1.71,3.27645723,5812.0,0.963,323.0,2.219,17.9,CONFIRMED
5.88,1.475323222,4941.0,4.885,154.9,2.3155,27.2,CONFIRMED
2.27,393.95608,6217.0,0.989,482.2,13.89,10.3,CANDIDATE
0.85,3.91679553,4889.0,0.686,161.3,2.072,13.2,CANDIDATE
6.63,83.5781976,6056.0,2.562,630.8,7.2487,54.9,CANDIDATE
2.56,5.859935955,6181.0,1.424,322.8,4.0185,186.7,CONFIRMED
26042.9,1.247156944,4770.0,9.67,134760.0,2.6779,92.4,FALSE POSITIVE
25.39,9.40527028,6347.0,0.996,470.9,2.076,20.7,FALSE POSITIVE
8.02,15.0367776,3729.0,0.514,503.5,3.042,10.8,FALSE POSITIVE
3.86,41.19725502,5031.0,0.848,2213.9,4.6297,51.2,CONFIRMED
0.79,2.97599368,6202.0,1.055,55.0,4.023,13.0,FALSE POSITIVE
3.95,5.0800579,6049.0,2.52,222.8,5.207,56.7,CONFIRMED
13.98,34.135676,7818.0,5.555,622.0,9.12,8.6,CANDIDATE
31.28,1.36293943,6831.0,2.106,54.4,10.32,15.8,FALSE POSITIVE
3.24,9.04189129,5237.0,0.826,783.4,2.789,34.5,FALSE POSITIVE
1.79,227.6258,6240.0,1.549,131.0,9.47,8.8,FALSE POSITIVE
5.97,148.568877,5814.0,2.985,404.4,4.399,11.6,CANDIDATE
1.85,57.7749373,6277.0,1.097,283.6,4.731,10.4,CANDIDATE
38.79,174.7697122,5704.0,0.804,68139.0,2.3569,100.4,FALSE POSITIVE
0.8,8.0906952,5374.0,0.902,82.4,2.648,8.1,CANDIDATE
1.19,2.252976718,4039.0,0.559,467.9,1.7131,21.7,CANDIDATE
2.08,8.5291223,5543.0,1.111,325.4,3.241,12.8,CANDIDATE
2.97,0.681180633,4939.0,2.377,156.4,0.8844,16.6,CANDIDATE
52.38,24.847087207,5644.0,0.854,317670.0,7.28274,6707.7,FALSE POSITIVE
2.62,12.69905011,5291.0,0.882,797.4,2.9899,30.4,CONFIRMED
17.45,523.36921,6397.0,0.913,9918.0,1.007,8.4,FALSE POSITIVE
1.11,0.772803664,4535.0,0.668,290.2,1.368,8.5,FALSE POSITIVE
2.4,41.74598855,5978.0,1.171,421.8,4.6125,110.5,CONFIRMED
2.17,95.906433,4620.0,0.736,836.2,4.08,11.0,CANDIDATE
1.06,3.41045981,4983.0,0.651,136.2,2.866,22.5,CONFIRMED
2.34,4.539297295,4914.0,0.724,798.1,1.9455,50.3,CANDIDATE
2.94,50.271927,6520.0,1.215,574.5,6.073,9.3,CANDIDATE
1.65,31.9533679,6313.0,1.467,106.1,8.424,15.2,CANDIDATE
16.89,9.9664004,6638.0,3.079,1619.0,5.0127,125.9,CANDIDATE
2.07,96.169569,5340.0,0.702,894.5,7.496,20.0,CONFIRMED
1.02,12.654896,5833.0,1.022,100.6,4.325,10.4,CANDIDATE
4.31,4.22464216,6343.0,1.14,987.0,1.403,7.7,CANDIDATE
2.55,2.5903958,5678.0,1.303,330.9,2.088,18.3,CONFIRMED
2.31,32.2753853,5726.0,1.483,223.9,8.622,17.9,CONFIRMED
46.27,0.687772143,5885.0,0.933,40368.0,2.56725,679.8,CANDIDATE
1.6,15.0549356,5616.0,0.999,256.4,4.801,16.6,CONFIRMED
30.74,30.5528972,6284.0,1.138,865.2,5.269,35.6,FALSE POSITIVE
1.86,2.382951591,5427.0,0.929,391.6,1.8876,41.4,CONFIRMED
1.43,2.81043228,5415.0,2.079,47.4,3.874,17.8,CANDIDATE
1.89,22.7783121,6538.0,1.477,155.6,1.037,7.3,CANDIDATE
2.71,13.08424286,5511.0,0.987,662.0,3.0401,51.2,CONFIRMED
2.28,8.22241355,4213.0,0.615,1468.6,2.71,67.0,CONFIRMED
2.6,51.8098276,5191.0,0.826,1025.4,6.343,56.8,CONFIRMED
3.66,303.226376,5952.0,0.955,1464.0,1.802,12.7,CANDIDATE
1.53,8.07127043,5766.0,0.853,318.2,2.393,16.9,CONFIRMED
18.91,5.17968868,5761.0,0.815,121.8,3.7256,48.4,FALSE POSITIVE
1.32,58.1263775,5413.0,0.82,271.5,4.018,13.8,CANDIDATE
1.07,485.92297,5551.0,0.957,122.9,3.756,5.5,CANDIDATE
42.1,0.518071538,5876.0,1.209,2195.5,1.7865,152.1,FALSE POSITIVE
2.33,10.21864532,6100.0,1.083,445.3,3.802,26.6,CONFIRMED
1.59,2.56658897,6046.0,0.972,226.5,2.429,15.0,CONFIRMED
1.21,9.30991834,5806.0,1.101,114.5,3.455,19.2,CANDIDATE
9.8,1500.0,5606.0,0.76,9592.0,7.109,62.5,CANDIDATE
0.62,5.3694084,5753.0,0.869,40.0,3.949,8.0,CANDIDATE
3.99,3.77881664,6115.0,5.544,47.1,5.819,22.2,FALSE POSITIVE
2.88,371.50631,5696.0,0.924,992.0,8.854,14.1,CANDIDATE
11.16,5.89399142,5713.0,0.893,10993.0,1.2737,252.5,CANDIDATE
30.33,4.045057186,5906.0,0.87,752.7,2.9954,62.2,FALSE POSITIVE
1.88,16.28247625,4671.0,0.68,792.6,2.9227,60.0,CONFIRMED
0.75,11.1438086,6095.0,1.11,41.7,7.905,10.9,CANDIDATE
1.26,21.926779,5853.0,0.868,198.6,10.05,10.5,FALSE POSITIVE
0.69,0.789171236,4776.0,0.811,73.4,1.734,9.0,FALSE POSITIVE
21.69,1.213745575,4820.0,0.661,2012.2,5.5835,213.7,FALSE POSITIVE
5.21,346.31688,6060.0,1.068,1435.0,21.92,17.0,FALSE POSITIVE
2.15,382.5891,6337.0,1.239,298.2,11.7,10.5,CANDIDATE
3.28,12.02295362,5982.0,0.879,778.6,1.2667,20.1,CANDIDATE
1.78,0.968026356,6469.0,1.193,212.7,0.7143,32.6,FALSE POSITIVE
0.74,31.5322987,5183.0,0.739,106.4,3.49,7.8,CANDIDATE
2.9,29.9111886,5275.0,0.969,942.0,6.6436,50.8,CONFIRMED
0.97,19.5650801,6180.0,1.235,61.7,4.242,13.8,CANDIDATE
1.28,1.98514635,5581.0,0.845,233.4,1.625,11.0,CANDIDATE
95.83,0.449249224,6338.0,1.299,419440.0,4.7565,1194.9,FALSE POSITIVE
1.14,7.26731094,3751.0,0.443,659.1,2.2691,47.8,CONFIRMED
0.7,3.4462125,5374.0,0.721,83.5,2.101,15.6,CONFIRMED
6.15,62.312419,4999.0,5.615,123.0,5.561,9.1,CANDIDATE
2.29,10.21418792,5843.0,1.332,303.8,5.8201,78.6,CONFIRMED
1.27,0.566799833,5488.0,0.789,198.0,5.543,54.0,FALSE POSITIVE
25.72,1.061934816,5730.0,0.87,437.2,3.2551,74.5,FALSE POSITIVE
8.73,51.84688984,5227.0,0.838,9636.3,4.7769,257.2,CONFIRMED
0.75,13.9509565,5888.0,1.227,35.7,5.231,11.2,CANDIDATE
8.41,354.21154,4842.0,3.035,821.3,18.594,22.0,CANDIDATE
1.18,8.0386699,6018.0,0.975,142.0,3.549,11.6,FALSE POSITIVE
2.54,9.76785911,5371.0,0.852,585.4,2.1649,54.1,CONFIRMED
2.51,132.9955503,4523.0,0.659,1275.4,7.436,29.3,CONFIRMED
1.61,7.01733571,6052.0,0.967,255.5,3.567,15.5,CANDIDATE
0.79,2.10433534,3605.0,0.433,242.1,1.1168,20.7,CONFIRMED
1.62,49.4746966,5952.0,0.928,291.0,10.46,17.2,CANDIDATE
2.74,581.729006,5765.0,2.005,186.7,6.647,8.6,CANDIDATE
0.65,6.27651592,3914.0,0.515,166.0,1.973,8.9,CANDIDATE
40.79,1.759276227,6656.0,1.232,32091.0,3.19585,2857.7,FALSE POSITIVE
1.04,25.9493253,4835.0,0.526,354.5,12.17,13.1,FALSE POSITIVE
50.6,0.925589891,4094.0,24.488,400.8,1.967,20.6,FALSE POSITIVE
1.85,4.59489816,6056.0,1.381,109.7,3.1381,27.7,CONFIRMED
49.34,124.93576738,5887.0,0.941,240900.0,7.5608,332.8,FALSE POSITIVE
1.8,506.771836,6035.0,1.283,195.2,10.535,15.0,FALSE POSITIVE
0.77,0.913244995,5923.0,1.049,47.8,0.4931,10.2,FALSE POSITIVE
77.76,24.669192732,5313.0,9.327,7382.3,7.03515,603.0,CONFIRMED
50.44,10.431146765,5780.0,1.0,29376.0,3.8853,400.2,FALSE POSITIVE
1.27,6.6716723,6086.0,1.021,154.4,2.693,10.3,CANDIDATE
2.23,362.13187,5176.0,0.766,849.0,5.59,8.2,CANDIDATE
9.2,6.2089181,5548.0,2.113,1664.0,2.292,8.4,CANDIDATE
39.59,508.807642,4893.0,8.811,2127.0,4.495,14.8,FALSE POSITIVE
23.51,2.173552528,5008.0,0.594,3026.0,1.6107,35.9,FALSE POSITIVE
2.25,24.2758992,5745.0,0.837,702.2,4.59,17.0,CANDIDATE
35.53,0.77544539,5861.0,0.865,6791.4,1.8764,205.1,FALSE POSITIVE
281.62,0.650701055,10921.0,3.701,371060.0,0.89164,234.3,FALSE POSITIVE
2.33,2.787874175,4827.0,1.727,197.4,2.0348,22.2,CONFIRMED
2.49,403.163148,5812.0,0.963,681.1,5.735,12.1,FALSE POSITIVE
1.07,6.08003714,4991.0,0.804,184.0,1.308,17.7,CANDIDATE
3.63,540.39267,5693.0,0.856,1780.0,9.233,15.1,FALSE POSITIVE
8.24,3.21318517,6712.0,1.513,2046.1,15.47,662.9,FALSE POSITIVE
1.16,11.8307724,5550.0,0.958,136.0,8.791,12.4,CANDIDATE
0.64,6.91261536,5761.0,1.044,34.4,2.359,12.0,CANDIDATE
2.03,14.5555096,5176.0,0.738,725.0,2.07,8.1,CANDIDATE
38.01,4.238855579,5655.0,0.804,68002.0,5.2235,374.8,FALSE POSITIVE
0.81,1.962282625,5726.0,0.979,68.3,1.45,12.9,CANDIDATE
1.7,11.55532445,5149.0,0.803,250.0,3.499,16.1,CONFIRMED
3.79,15.9042402,5583.0,1.53,444.8,2.093,13.3,CANDIDATE
0.79,3.62657392,5416.0,0.8,98.5,1.791,10.7,CANDIDATE
1.04,4.21223579,5116.0,0.7,116.4,7.898,12.8,CANDIDATE
1.29,2.92721119,5616.0,0.999,170.2,2.545,18.0,CONFIRMED
1.27,8.92114318,6052.0,1.202,110.8,3.933,15.3,CONFIRMED
24.74,25.273355,5313.0,0.976,496.1,34.48,16.9,FALSE POSITIVE
1.81,59.284064,5225.0,0.859,424.4,5.42,13.1,CANDIDATE
5.37,297.113395,6626.0,3.206,275.4,4.529,10.1,FALSE POSITIVE
2.07,287.33114,5426.0,1.007,406.7,12.722,19.7,CANDIDATE
28.96,6.474202359,4947.0,0.624,203490.0,3.35989,1284.0,FALSE POSITIVE
1.2,1.71024931,6418.0,1.171,98.6,2.833,9.4,FALSE POSITIVE
7.12,90.1240507,6520.0,1.215,3020.3,11.649,57.9,CANDIDATE
14.59,3.522498429,6225.0,1.451,9145.7,3.19843,1741.5,CONFIRMED
2.82,392.49728,5737.0,0.872,1062.0,10.53,14.5,FALSE POSITIVE
1.48,373.43233,6146.0,1.141,166.7,16.5,12.9,FALSE POSITIVE
7.12,90.1240507,6520.0,1.215,3020.3,11.649,57.9,CANDIDATE
1.5,40.8366307,5529.0,0.925,264.8,4.956,18.7,CONFIRMED
110.85,87.87826191,5784.0,1.642,339060.0,12.8138,1974.6,FALSE POSITIVE
1.25,2.248288213,5103.0,0.789,263.2,2.0361,59.7,CONFIRMED
1.12,5.94565516,3974.0,0.564,401.2,2.1604,28.5,CONFIRMED
9.86,6.790120801,6372.0,2.001,2302.3,6.0437,526.1,CONFIRMED
0.79,7.41556471,4500.0,0.646,150.4,1.973,11.8,CONFIRMED
2.42,25.2034128,5831.0,0.921,697.1,4.515,22.3,CONFIRMED
1.72,19.18109525,5214.0,0.587,865.4,2.424,17.6,CANDIDATE
99.05,2.245738777,6508.0,1.312,483490.0,8.61629,2121.8,FALSE POSITIVE
2.49,49.5004725,4954.0,0.828,965.2,5.772,27.8,CONFIRMED
0.7,3.4462125,5374.0,0.721,83.5,2.101,15.6,CONFIRMED
7.1,461.1417,5071.0,3.698,382.0,3.875,9.4,FALSE POSITIVE
19.12,22.470494368,5315.0,0.697,45979.0,7.39097,2393.2,FALSE POSITIVE
25.76,71.76236302,5529.0,2.817,8591.9,29.435,1134.3,FALSE POSITIVE
4.37,150.8783198,5504.0,1.737,659.9,8.6797,70.6,CANDIDATE
10.23,0.796815149,4897.0,13.499,55.9,1.0727,4.8,FALSE POSITIVE
2.29,10.21418792,5843.0,1.332,303.8,5.8201,78.6,CONFIRMED
3.33,15.96532718,5880.0,1.433,482.2,4.5837,144.2,CONFIRMED
